id,product_name,brand,price_inr,rating,review_count,category,source,link,merchant,battery_life_hrs,active_noise_cancellation,driver_size_mm,bluetooth_version,mic_count,ipx_rating,has_noise_cancellation,enhanced_at,ipx_level,has_usb_c,has_premium_codec,has_touch_control,has_voice_assistant,has_fast_charge,has_dual_pairing,anc_db,latency_ms,country_of_origin,charging_time_hrs,range_m,eq_modes,has_enc,has_gaming_mode,has_hi_res_audio,has_spatial_audio,has_low_latency,has_ipx,asin,parent_company,why_buy
11.0,HAmmer Splendor in Ear Bluetooth Neckband,HAmmer Splendor in Ear Bluetooth Neckband,379.0,3.5,34.0,neckband,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
12.0,Noise Airwave Max XR ANC Headphones,Noise Airwave Max XR ANC Headphones,2999.0,4.9,38.0,over-ear headphone,enhanced_scrape,,Amazon.in,,,,,,,1.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
13.0,Sony WH-XB900N Wireless Noise Cancelling Headphones,Sony WH,18900.0,4.6,1400.0,over-ear headphone,enhanced_scrape,,Unboxify,,,,,,,1.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
14.0,Noise Buds VS601 Truly Wireless Earbuds,Noise Buds VS,1399.0,4.8,7.0,true wireless earbuds,enhanced_scrape,,amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
15.0,Zebronics Duke Plus Wireless Headphone,Zebronics Duke Plus Wireless Headphone,1499.0,5.0,1.0,over-ear headphone,enhanced_scrape,,amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
16.0,Realme Buds Wireless 3 Neo Neckband,Realme Buds Wireless,999.0,4.5,1400.0,neckband,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
17.0,JBL Tune 770NC Wireless Noise Cancelling Over-Ear Headphones,JBL Tune,3599.0,4.5,7700.0,over-ear headphone,enhanced_scrape,,addmecart,,,,,,,1.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
18.0,pTron Bassbuds Eon in-Ear TWS Earbuds,pTron Bassbuds Eon in,599.0,,,true wireless earbuds,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
19.0,boAt Rockerz 551 ANC Pro Bluetooth v5.4 Over Ear,boAt Rockerz,3799.0,4.1,9.0,over-ear headphone,enhanced_scrape,,Amazon.in,,,,5.4,,,1.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
20.0,OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic,OnePlus Bullets Z,599.0,4.3,5800.0,neckband,enhanced_scrape,,amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
21.0,Skullcandy Hesh ANC Wireless Over-Ear Bluetooth Headphones Active Noise Cancelling,Skullcandy Hesh ANC Wireless Over,3799.0,4.4,3900.0,over-ear headphone,enhanced_scrape,,Unboxify,,,,,,,1.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
22.0,"amazon basics True Wireless in-Ear Earbuds with Mic, Low-Latency Gaming Mode, Touch Control, IPX5 Water-Resistance, Bluetooth 5.3, Up to 60 Hours Play",amazon basics True Wireless in,499.0,,,true wireless earbuds,enhanced_scrape,,Banjara Electronics,60.0,,,5.3,,IPX5,1.0,2026-04-23T12:23:58.203527,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
23.0,GOBOult Q Over Ear Bluetooth Headphones,GOBOult Q Over Ear Bluetooth Headphones,1799.0,4.7,70.0,over-ear headphone,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
24.0,realme Buds T200 Lite Bluetooth in Ear Earbuds,realme Buds T,1199.0,4.8,1100.0,true wireless earbuds,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
25.0,Airwave Max 4 Wireless Headphone,Airwave Max,1699.0,4.4,243.0,over-ear headphone,enhanced_scrape,,Zepto,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
26.0,OnePlus Bullets Z2 ANC Wireless Bluetooth Neckband with Mic,OnePlus Bullets Z,999.0,4.2,1800.0,neckband,enhanced_scrape,,amazon.in,,,,,,,1.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
27.0,GOBOult Soniq Over Ear Bluetooth Headphones,GOBOult Soniq Over Ear Bluetooth Headphones,1999.0,,,over-ear headphone,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
28.0,Boult Audio Z60 True Wireless In Ear Earbuds,Boult Audio Z,899.0,4.3,126.0,true wireless earbuds,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
29.0,Amazon basics Over Ear Headphones,Amazon basics Over Ear Headphones,1099.0,,,over-ear headphone,enhanced_scrape,,Shopy Vision,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
30.0,PTron Studio Evo 70hrs Playtime Wireless Over Ear Headphones,PTron Studio Evo,798.0,,,over-ear headphone,enhanced_scrape,,Amazon.in,70.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
31.0,Kratos N1 Neckband Bluetooth Headphones,Kratos N,398.0,,,neckband,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
32.0,Marshall Monitor III Active Noise Cancelling Over-Ear Bluetooth Headphones,Marshall Monitor III Active Noise Cancelling Over,29999.0,4.8,607.0,over-ear headphone,enhanced_scrape,,Vijay Sales,,,,,,,1.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
33.0,Noise Buds VS104 Truly Wireless Earbuds,Noise Buds VS,899.0,4.6,945.0,true wireless earbuds,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
34.0,Noise Airwave Max 3 Wireless Headphone,Noise Airwave Max,1699.0,4.3,86.0,over-ear headphone,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
35.0,Realme Buds Wireless 3 Neckband,Realme Buds Wireless,499.0,4.5,1900.0,neckband,enhanced_scrape,,amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
36.0,boAt Rockerz Plus 550 Wireless Headphones,boAt Rockerz Plus,1899.0,4.4,8.0,over-ear headphone,enhanced_scrape,,boAt,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
37.0,Boult Audio AirBass Y1 TWS Earbuds,Boult Audio AirBass Y,699.0,4.1,809.0,true wireless earbuds,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
38.0,Edifier W820NB Plus Wireless Noise Cancellation Over-Ear Headphones,Edifier W,8490.0,4.8,7600.0,over-ear headphone,enhanced_scrape,,Amazon.in,,,,,,,1.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
39.0,"Amazon Basics in-Ear Bluetooth 5.0 Neckband with Up to 30 Hours Playtime, with Mic, Magnetic Earbuds, Voice Assistant, Dual Pairing and IPX6 Rated",Amazon Basics in,584.0,,,neckband,enhanced_scrape,,Banjara Electronics,30.0,,,5.0,,IPX6,0.0,2026-04-23T12:23:58.203527,6.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
40.0,GOBOult Anchor Bluetooth Wireless Over Ear Headphones,GOBOult Anchor Bluetooth Wireless Over Ear Headphones,2499.0,4.3,3.0,over-ear headphone,enhanced_scrape,,Myntra,,,,,,,1.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
41.0,Kratos Cube Wireless Ear Buds,Kratos Cube Wireless Ear Buds,499.0,,,true wireless earbuds,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
42.0,LifeCon Wireless Bluetooth Headphones,LifeCon Wireless Bluetooth Headphones,10887.0,4.2,12.0,over-ear headphone,enhanced_scrape,,amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
43.0,Realme Buds T200x TWS Earbuds,Realme Buds T,1399.0,4.3,324.0,true wireless earbuds,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
44.0,Portronics Muffs M3 Over-Ear Headphones,Portronics Muffs M,1605.0,4.7,3.0,over-ear headphone,enhanced_scrape,,JioMart Marketplace,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
45.0,Portronics Twins S18 Pro TWS Earbuds,Portronics Twins S,699.0,,,true wireless earbuds,enhanced_scrape,,Amazon.in,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
46.0,JLab JBuds LUX ANC Active Noise Cancelling,JLab JBuds LUX ANC Active Noise Cancelling,5999.0,4.6,5800.0,over-ear headphone,enhanced_scrape,,Amazon.in,,,,,,,1.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
47.0,,Realme,2854.0,3.8,306601.0,true wireless earbuds,enhanced_scrape,,,35.0,0.0,14.2,5.2,,,,2026-04-23T12:23:58.203527,,,,,,,,,,,,,,0,0,0,0,0,,,,
,"Fire-Boltt Aero TWS Earbuds, Custom EQ Profiles, 50H Ba...",Fire-Boltt,799.0,3.9,0.0,true wireless earbuds,enhanced_scrape,,,50.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,Aroma,259.0,3.5,0.0,unknown,enhanced_scrape,,,40.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,Aroma NB119 Pro Belief Upto 48H Playtime* Fast Charging...,Aroma,239.0,3.6,0.0,unknown,enhanced_scrape,,,48.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,FRONY AE-1017 P47 Headset Super Extra Bass Bluetooth He...,FRONY,297.0,3.1,0.0,over-ear headphone,enhanced_scrape,,,47.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,TECHIO BS ultrapood Bluetooth,TECHIO,251.0,3.5,0.0,unknown,enhanced_scrape,,,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,"shopbucket Wireless Bluetooth 5.3 Neckband, 40H Playtim...",shopbucket,365.0,5.0,0.0,neckband,enhanced_scrape,,,40.0,,,5.3,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,TECHIO Black Earbuds | True Wireless Stereo | Noise Can...,TECHIO,265.0,3.6,0.0,true wireless earbuds,enhanced_scrape,,,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,"TWS Foldable Hi-Fi Headphones with Mic & SD Card, Stron...",TWS,412.0,4.0,0.0,true wireless earbuds,enhanced_scrape,,,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,FITRIC Upgraded Latest Wireless Stylish Neckband With D...,FITRIC,282.0,3.8,0.0,neckband,enhanced_scrape,,,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,GREE MATT 3 Days Backup Powerfull Bluetooth,GREE,418.0,4.0,0.0,unknown,enhanced_scrape,,,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,"Aroma NB119 Titanium Upto 48Hr Playtime*, Fast Charging...",Aroma,289.0,4.0,0.0,unknown,enhanced_scrape,,,48.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,Aroma NB119B Badshah - 40 Hours Playtime Neckband Bluet...,Aroma,229.0,3.9,0.0,neckband,enhanced_scrape,,,40.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,"GREE MATT MN2 40Hour Backup,Extra Bass,Waterproof Neckb...",GREE,418.0,3.7,0.0,unknown,enhanced_scrape,,,40.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,Worricow BRANDED Wireless Bluetooth Portable Sports Hea...,Worricow,297.0,3.2,0.0,unknown,enhanced_scrape,,,,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,FRONY MW-139 SH12 Headset Super Extra Bass Bluetooth He...,FRONY,459.0,3.4,0.0,over-ear headphone,enhanced_scrape,,,12.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,FRONY EQ-1033 P47 Headset Super Extra Bass Bluetooth He...,FRONY,294.0,3.6,0.0,over-ear headphone,enhanced_scrape,,,47.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,"Noise Buds UNO, 40Hrs Playtime, Quad Mic with ENC, Prem...",Noise,1099.0,4.1,0.0,unknown,enhanced_scrape,,,40.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,"Aroma NB120 Amaze Upto 50 Hrs* Playtime, Dual Pairing F...",Aroma,260.0,3.7,0.0,unknown,enhanced_scrape,,,50.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,GUGGU MW-139 SH12 Headset Super Extra Bass Bluetooth He...,GUGGU,461.0,3.9,0.0,over-ear headphone,enhanced_scrape,,,12.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,Aroma NB120 Electro Buds Wireless 2 Neo 50Hrs Playtime*...,Aroma,259.0,3.9,0.0,unknown,enhanced_scrape,,,50.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,FRONY NH-219 SH12 Headset Super Extra Bass Bluetooth He...,FRONY,455.0,3.3,0.0,over-ear headphone,enhanced_scrape,,,12.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,FRONY NR-251 SH12 Headset Super Extra Bass Bluetooth He...,FRONY,451.0,3.0,0.0,over-ear headphone,enhanced_scrape,,,12.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,ROAR HB-153 Headset Super Extra Bass Bluetooth Headset ...,ROAR,473.0,3.0,0.0,over-ear headphone,enhanced_scrape,,,153.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,FRONY OS-845 P47 Headset Super Extra Bass Bluetooth Hea...,FRONY,331.0,4.5,0.0,over-ear headphone,enhanced_scrape,,,47.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,Aroma NB126 Aster V5.4 Upto 50Hr Playtime* 45Ms Latency...,Aroma,469.0,3.8,0.0,unknown,enhanced_scrape,,,50.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,45.0,,,,,0,0,0,0,0,,,,
,Aroma NB119 Titanium - 48 Hours Playtime Bluetooth Neck...,Aroma,289.0,4.0,0.0,unknown,enhanced_scrape,,,48.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,FRONY WK-854 P47 Headset Super Extra Bass Bluetooth Hea...,FRONY,297.0,3.5,0.0,over-ear headphone,enhanced_scrape,,,47.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,FRONY WI-981 P47 Headset Super Extra Bass Bluetooth Hea...,FRONY,337.0,3.7,0.0,over-ear headphone,enhanced_scrape,,,47.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,"HOPPUP S40 Earbuds with 13MM Drivers, 40H Playtime, Rag...",HOPPUP,599.0,4.1,0.0,true wireless earbuds,enhanced_scrape,,,40.0,,13.0,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,"Aroma NB120 Amaze Upto 50 Hours Playtime*, Fast Chargin...",Aroma,300.0,3.7,0.0,unknown,enhanced_scrape,,,50.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,Aroma NB119 Genius Upto 60 Hours Playtime* Dual Pairing...,Aroma,235.0,3.7,0.0,unknown,enhanced_scrape,,,60.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,Aroma NB121 Corridor Upto 40 Hours Playtime* Fast Charg...,Aroma,225.0,3.9,0.0,unknown,enhanced_scrape,,,40.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0,0,0,0,0,,,,
